Insert,,,,,,,search,,,,,
LL A,LL B,BST A,BST B,Hash A,Hash B,,LL A,LL B,BST A,BST B,Hash A,Hash B
1.05E-06,1.05E-06,4.06E-04,1.28E-03,4.67E-06,4.38E-05,,2.75E-02,3.28E-02,8.10E-04,2.29E-03,9.10E-05,0.00017301
1.05E-06,1.05E-06,4.07E-04,1.28E-03,4.70E-06,4.39E-05,,2.76E-02,3.28E-02,8.11E-04,2.30E-03,9.10E-05,0.00017316
1.01E-06,1.01E-06,4.08E-04,1.29E-03,4.77E-06,4.40E-05,,2.76E-02,3.29E-02,8.12E-04,2.30E-03,9.10E-05,0.00017335
1.05E-06,1.06E-06,4.09E-04,1.29E-03,4.80E-06,4.42E-05,,2.77E-02,3.30E-02,8.13E-04,2.30E-03,9.11E-05,0.00017365
1.06E-06,1.05E-06,4.10E-04,1.30E-03,4.84E-06,4.43E-05,,2.77E-02,3.30E-02,8.14E-04,2.31E-03,9.11E-05,0.00017405
1.05E-06,1.05E-06,4.11E-04,1.30E-03,4.86E-06,4.44E-05,,2.78E-02,3.31E-02,8.15E-04,2.31E-03,9.11E-05,0.00017406
1.05E-06,1.05E-06,4.12E-04,1.31E-03,4.90E-06,4.47E-05,,2.79E-02,3.32E-02,8.16E-04,2.31E-03,9.12E-05,0.00017433
1.01E-06,1.01E-06,4.13E-04,1.32E-03,4.94E-06,4.48E-05,,2.79E-02,3.32E-02,8.17E-04,2.32E-03,9.15E-05,0.00017459
1.05E-06,1.06E-06,4.14E-04,1.32E-03,4.99E-06,4.50E-05,,2.80E-02,3.33E-02,8.18E-04,2.32E-03,9.15E-05,0.00017478
1.07E-06,1.05E-06,4.15E-04,1.33E-03,5.04E-06,4.52E-05,,2.80E-02,3.34E-02,8.19E-04,2.32E-03,9.15E-05,0.00017495
1.05E-06,1.05E-06,4.16E-04,1.33E-03,5.13E-06,4.54E-05,,2.81E-02,3.35E-02,8.20E-04,2.32E-03,9.16E-05,0.0001751
1.01E-06,1.01E-06,4.17E-04,1.34E-03,5.20E-06,4.56E-05,,2.82E-02,3.35E-02,8.21E-04,2.33E-03,9.16E-05,0.00017531
1.05E-06,1.06E-06,4.18E-04,1.35E-03,5.27E-06,4.64E-05,,2.82E-02,3.36E-02,8.22E-04,2.33E-03,9.16E-05,0.00017556
1.05E-06,1.05E-06,4.19E-04,1.35E-03,5.35E-06,4.69E-05,,2.83E-02,3.37E-02,8.23E-04,2.33E-03,9.16E-05,0.00017596
1.05E-06,1.18E-06,4.20E-04,1.36E-03,5.50E-06,4.73E-05,,2.84E-02,3.37E-02,8.24E-04,2.34E-03,9.16E-05,0.00017599
1.05E-06,1.12E-06,4.21E-04,1.37E-03,5.60E-06,4.81E-05,,2.84E-02,3.38E-02,8.25E-04,2.34E-03,9.16E-05,0.00017608
1.01E-06,1.01E-06,4.22E-04,1.37E-03,5.76E-06,4.87E-05,,2.85E-02,3.39E-02,8.26E-04,2.34E-03,9.17E-05,0.00017628
1.05E-06,1.06E-06,4.23E-04,1.38E-03,5.82E-06,4.91E-05,,2.85E-02,3.39E-02,8.27E-04,2.35E-03,9.17E-05,0.00017633
1.05E-06,1.05E-06,4.24E-04,1.38E-03,6.00E-06,4.95E-05,,2.86E-02,3.40E-02,8.28E-04,2.35E-03,9.17E-05,0.00017635
1.05E-06,1.05E-06,4.25E-04,1.39E-03,6.11E-06,4.99E-05,,2.87E-02,3.41E-02,8.29E-04,2.35E-03,9.17E-05,0.00017642
1.01E-06,1.02E-06,4.26E-04,1.40E-03,6.14E-06,5.02E-05,,2.87E-02,3.41E-02,8.30E-04,2.36E-03,9.18E-05,0.00017646
1.18E-06,1.34E-06,4.27E-04,1.40E-03,6.25E-06,5.04E-05,,2.88E-02,3.42E-02,8.31E-04,2.36E-03,9.19E-05,0.00017658
1.05E-06,1.14E-06,4.28E-04,1.41E-03,6.36E-06,5.10E-05,,2.88E-02,3.43E-02,8.32E-04,2.36E-03,9.19E-05,0.00017668
1.05E-06,1.06E-06,4.29E-04,1.41E-03,6.46E-06,5.14E-05,,2.89E-02,3.43E-02,8.33E-04,2.37E-03,9.20E-05,0.00017677
1.05E-06,1.08E-06,4.31E-04,1.42E-03,6.60E-06,5.18E-05,,2.90E-02,3.44E-02,8.34E-04,2.37E-03,9.20E-05,0.00017712
1.01E-06,1.09E-06,4.32E-04,1.43E-03,6.73E-06,5.23E-05,,2.90E-02,3.45E-02,8.35E-04,2.37E-03,9.20E-05,0.00017719
1.06E-06,1.07E-06,4.33E-04,1.43E-03,6.85E-06,5.34E-05,,2.91E-02,3.46E-02,8.36E-04,2.38E-03,9.20E-05,0.00017728
1.05E-06,1.05E-06,4.34E-04,1.44E-03,6.97E-06,5.37E-05,,2.91E-02,3.46E-02,8.37E-04,2.38E-03,9.20E-05,0.00017744
1.05E-06,1.12E-06,4.35E-04,1.44E-03,7.08E-06,5.43E-05,,2.92E-02,3.47E-02,8.38E-04,2.38E-03,9.20E-05,0.0001776
1.05E-06,1.07E-06,4.36E-04,1.45E-03,7.34E-06,5.45E-05,,2.93E-02,3.48E-02,8.39E-04,2.39E-03,9.21E-05,0.00017767
1.03E-06,1.01E-06,4.37E-04,1.46E-03,7.50E-06,5.47E-05,,2.93E-02,3.48E-02,8.40E-04,2.39E-03,9.21E-05,0.00017772
1.26E-06,1.05E-06,4.38E-04,1.46E-03,7.65E-06,5.49E-05,,2.94E-02,3.49E-02,8.41E-04,2.39E-03,9.21E-05,0.00017795
1.07E-06,1.07E-06,4.39E-04,1.47E-03,7.81E-06,5.54E-05,,2.94E-02,3.50E-02,8.42E-04,2.40E-03,9.21E-05,0.00017807
1.05E-06,1.13E-06,4.40E-04,1.48E-03,7.95E-06,5.58E-05,,2.95E-02,3.51E-02,8.43E-04,2.40E-03,9.21E-05,0.00017867
1.05E-06,1.04E-06,4.41E-04,1.48E-03,8.12E-06,5.64E-05,,2.96E-02,3.52E-02,8.44E-04,2.40E-03,9.21E-05,0.00017874
1.26E-06,1.10E-06,4.42E-04,1.49E-03,8.35E-06,5.69E-05,,2.96E-02,3.53E-02,8.45E-04,2.41E-03,9.21E-05,0.0001789
1.07E-06,1.14E-06,4.43E-04,1.49E-03,8.55E-06,5.80E-05,,2.97E-02,3.54E-02,8.46E-04,2.41E-03,9.22E-05,0.00017901
1.14E-06,1.07E-06,4.44E-04,1.50E-03,8.70E-06,5.83E-05,,2.97E-02,3.54E-02,8.47E-04,2.41E-03,9.22E-05,0.00017928
1.11E-06,1.05E-06,4.45E-04,1.51E-03,8.91E-06,5.90E-05,,2.98E-02,3.55E-02,8.48E-04,2.42E-03,9.22E-05,0.00017933
1.70E-06,1.01E-06,4.46E-04,1.51E-03,9.13E-06,5.95E-05,,2.98E-02,3.56E-02,8.49E-04,2.42E-03,9.22E-05,0.00017947
1.19E-06,1.07E-06,4.47E-04,1.52E-03,9.43E-06,5.98E-05,,2.99E-02,3.57E-02,8.50E-04,2.42E-03,9.22E-05,0.00017962
1.20E-06,1.14E-06,4.48E-04,1.53E-03,9.67E-06,5.99E-05,,3.00E-02,3.57E-02,8.51E-04,2.43E-03,9.22E-05,0.00017979
1.30E-06,1.06E-06,4.49E-04,1.53E-03,1.01E-05,6.06E-05,,3.00E-02,3.58E-02,8.52E-04,2.43E-03,9.22E-05,0.0001799
1.10E-06,1.01E-06,4.50E-04,1.54E-03,1.04E-05,6.09E-05,,3.01E-02,3.58E-02,8.53E-04,2.43E-03,9.22E-05,0.00018038
1.14E-06,1.05E-06,4.51E-04,1.55E-03,1.06E-05,6.15E-05,,3.01E-02,3.59E-02,8.54E-04,2.44E-03,9.23E-05,0.00018039
1.11E-06,1.05E-06,4.52E-04,1.55E-03,1.08E-05,6.18E-05,,3.02E-02,3.60E-02,8.55E-04,2.44E-03,9.23E-05,0.00018044
1.09E-06,1.05E-06,4.53E-04,1.56E-03,1.11E-05,6.20E-05,,3.03E-02,3.60E-02,8.56E-04,2.44E-03,9.23E-05,0.00018069
1.13E-06,1.05E-06,4.54E-04,1.57E-03,1.15E-05,6.26E-05,,3.03E-02,3.61E-02,8.57E-04,2.45E-03,9.24E-05,0.0001808
1.01E-06,1.01E-06,4.55E-04,1.57E-03,1.17E-05,6.28E-05,,3.04E-02,3.62E-02,8.58E-04,2.45E-03,9.24E-05,0.00018112
1.11E-06,1.05E-06,4.56E-04,1.58E-03,1.21E-05,6.31E-05,,3.04E-02,3.62E-02,8.59E-04,2.45E-03,9.24E-05,0.00018115
1.10E-06,1.05E-06,4.57E-04,1.59E-03,1.25E-05,6.38E-05,,3.05E-02,3.63E-02,8.60E-04,2.46E-03,9.24E-05,0.00018118
1.09E-06,1.05E-06,4.58E-04,1.59E-03,1.32E-05,6.44E-05,,3.05E-02,3.64E-02,8.61E-04,2.46E-03,9.24E-05,0.0001812
1.01E-06,1.01E-06,4.59E-04,1.60E-03,1.38E-05,6.48E-05,,3.06E-02,3.64E-02,8.62E-04,2.46E-03,9.24E-05,0.00018135
1.09E-06,1.06E-06,4.60E-04,1.61E-03,1.45E-05,6.55E-05,,3.06E-02,3.65E-02,8.63E-04,2.47E-03,9.25E-05,0.00018165
1.09E-06,1.05E-06,4.61E-04,1.61E-03,1.50E-05,6.62E-05,,3.07E-02,3.66E-02,8.64E-04,2.47E-03,9.25E-05,0.00018185
1.09E-06,1.05E-06,4.62E-04,1.62E-03,1.58E-05,6.69E-05,,3.08E-02,3.66E-02,8.65E-04,2.48E-03,9.25E-05,0.00018194
1.14E-06,1.05E-06,4.64E-04,1.63E-03,1.62E-05,6.77E-05,,3.08E-02,3.67E-02,8.66E-04,2.48E-03,9.25E-05,0.00018202
1.02E-06,1.01E-06,4.65E-04,1.63E-03,1.70E-05,6.84E-05,,3.09E-02,3.67E-02,8.67E-04,2.48E-03,9.26E-05,0.00018219
1.12E-06,1.05E-06,4.66E-04,1.64E-03,1.79E-05,6.92E-05,,3.09E-02,3.68E-02,8.68E-04,2.49E-03,9.27E-05,0.00018248
1.10E-06,1.05E-06,4.67E-04,1.65E-03,1.91E-05,6.98E-05,,3.10E-02,3.69E-02,8.69E-04,2.49E-03,9.27E-05,0.00018262
1.36E-06,1.05E-06,4.68E-04,1.65E-03,2.02E-05,7.05E-05,,3.10E-02,3.69E-02,8.70E-04,2.49E-03,9.27E-05,0.00018269
1.65E-06,1.05E-06,4.69E-04,1.66E-03,2.11E-05,7.12E-05,,3.11E-02,3.70E-02,8.71E-04,2.50E-03,9.27E-05,0.00018291
1.05E-06,1.01E-06,4.70E-04,1.67E-03,2.24E-05,7.20E-05,,3.11E-02,3.71E-02,8.72E-04,2.50E-03,9.27E-05,0.00018298
1.41E-06,1.26E-06,4.71E-04,1.67E-03,2.40E-05,7.29E-05,,3.12E-02,3.71E-02,8.73E-04,2.51E-03,9.28E-05,0.00018323
1.12E-06,1.05E-06,4.72E-04,1.68E-03,2.59E-05,7.38E-05,,3.13E-02,3.72E-02,8.74E-04,2.51E-03,9.28E-05,0.00018346
1.12E-06,1.05E-06,4.73E-04,1.69E-03,2.86E-05,7.50E-05,,3.13E-02,3.73E-02,8.75E-04,2.51E-03,9.28E-05,0.00018381
1.01E-06,1.01E-06,4.74E-04,1.69E-03,3.08E-05,7.64E-05,,3.14E-02,3.73E-02,8.76E-04,2.52E-03,9.29E-05,0.00018386
1.10E-06,1.05E-06,4.75E-04,1.70E-03,3.38E-05,7.87E-05,,3.14E-02,3.74E-02,8.77E-04,2.52E-03,9.30E-05,0.00018421
1.09E-06,1.05E-06,4.76E-04,1.71E-03,3.74E-05,8.17E-05,,3.15E-02,3.75E-02,8.78E-04,2.52E-03,9.30E-05,0.00018452
1.10E-06,1.05E-06,4.77E-04,1.72E-03,4.31E-05,8.65E-05,,3.15E-02,3.75E-02,8.79E-04,2.53E-03,9.31E-05,0.00018488
1.11E-06,1.18E-06,4.78E-04,1.72E-03,5.24E-05,9.81E-05,,3.16E-02,3.76E-02,8.80E-04,2.53E-03,9.32E-05,0.00018525
1.01E-06,1.01E-06,4.79E-04,1.73E-03,8.94E-05,0.00014189,,3.16E-02,3.76E-02,8.81E-04,2.53E-03,9.32E-05,0.0001854
