A,linear ,,,,A,quadratic,,,,A,chaining,,,,B,linear ,,,,B,quadratic,,,,B,chaining,,
insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search,,insert,search,Insert,search
2.23E-06,0.00011631,66,34,,3.45E-06,8.98E-05,65,23,,2.40E-06,4.36E-06,48,8,,3.72E-06,0.00013294,76,41,,1.14E-05,0.00016103,72,22,,2.45E-06,4.61E-06,56,12
2.23E-06,0.00011631,72,60,,3.45E-06,8.98E-05,69,55,,2.40E-06,4.36E-06,49,12,,3.74E-06,0.00013294,74,62,,1.15E-05,0.00016103,81,37,,2.45E-06,4.61E-06,54,11
2.25E-06,0.00011631,69,33,,3.45E-06,8.98E-05,68,32,,2.40E-06,4.36E-06,54,12,,3.74E-06,0.00013294,68,46,,1.15E-05,0.0001612,74,17,,2.45E-06,4.61E-06,48,9
2.25E-06,0.00011631,60,24,,3.47E-06,8.98E-05,62,22,,2.42E-06,4.36E-06,46,15,,3.75E-06,0.00013294,73,70,,1.16E-05,0.00016122,79,45,,2.46E-06,4.61E-06,47,10
2.27E-06,0.00011631,64,9,,3.47E-06,8.98E-05,63,8,,2.42E-06,4.36E-06,50,7,,3.77E-06,0.00013294,85,82,,1.17E-05,0.00016122,78,30,,2.46E-06,4.61E-06,53,8
2.27E-06,0.00011631,69,32,,3.56E-06,8.98E-05,70,21,,2.44E-06,4.36E-06,55,8,,3.78E-06,0.00013294,73,327,,1.18E-05,0.00016122,72,71,,2.46E-06,4.61E-06,52,9
2.27E-06,0.00011631,60,22,,3.56E-06,8.98E-05,60,33,,2.44E-06,4.36E-06,44,9,,3.81E-06,0.00013294,76,56,,1.18E-05,0.00016122,78,40,,2.48E-06,4.61E-06,52,11
2.29E-06,0.00011631,68,43,,3.56E-06,8.98E-05,70,42,,2.44E-06,4.36E-06,54,17,,3.84E-06,0.00013294,69,51,,1.19E-05,0.00016133,72,24,,2.48E-06,4.61E-06,49,11
2.29E-06,0.00011631,58,41,,3.58E-06,8.98E-05,60,30,,2.94E-06,4.36E-06,44,8,,4.33E-06,0.00013294,74,43,,1.20E-05,0.00016134,77,77,,2.50E-06,4.61E-06,56,15
2.29E-06,0.00011631,57,122,,3.59E-06,8.98E-05,54,63,,2.94E-06,4.36E-06,39,26,,4.38E-06,0.00013294,66,69,,1.21E-05,0.00016159,66,47,,2.50E-06,4.61E-06,42,13
2.31E-06,0.00011631,63,49,,3.61E-06,8.98E-05,64,34,,2.94E-06,4.36E-06,55,17,,4.84E-06,0.00013294,74,109,,1.23E-05,0.0001616,80,84,,2.50E-06,4.61E-06,54,9
2.31E-06,0.00011631,58,68,,3.61E-06,8.98E-05,62,45,,2.96E-06,4.36E-06,42,9,,5.04E-06,0.00013295,74,196,,1.24E-05,0.00016162,71,74,,2.52E-06,4.61E-06,50,14
2.33E-06,0.00011631,62,44,,3.61E-06,8.98E-05,64,33,,2.96E-06,4.36E-06,52,11,,5.23E-06,0.00013295,82,112,,1.25E-05,0.0001617,88,70,,2.52E-06,4.61E-06,56,10
2.33E-06,0.00011631,72,22,,3.63E-06,8.98E-05,75,15,,2.98E-06,4.36E-06,57,8,,5.50E-06,0.00013295,71,42,,1.26E-05,0.00016197,69,70,,2.53E-06,4.61E-06,46,14
2.33E-06,0.00011631,50,27,,3.63E-06,8.98E-05,50,28,,2.98E-06,4.36E-06,41,11,,5.96E-06,0.00013297,78,368,,1.28E-05,0.00016209,76,54,,2.53E-06,4.61E-06,50,15
2.35E-06,0.00011631,62,27,,3.65E-06,8.98E-05,63,22,,2.98E-06,4.36E-06,43,9,,6.32E-06,0.00013297,73,114,,1.29E-05,0.00016217,73,71,,2.53E-06,4.61E-06,45,12
2.35E-06,0.00011631,62,111,,3.65E-06,8.98E-05,65,65,,3.00E-06,4.36E-06,47,18,,6.62E-06,0.00013298,72,304,,1.31E-05,0.00016236,72,38,,2.55E-06,4.61E-06,44,8
2.37E-06,0.00011631,65,58,,3.65E-06,8.98E-05,63,38,,3.00E-06,4.36E-06,50,15,,7.04E-06,0.00013306,74,925,,1.34E-05,0.00016271,75,60,,2.55E-06,4.61E-06,55,8
2.37E-06,0.00011631,67,56,,3.67E-06,8.98E-05,64,40,,3.02E-06,4.36E-06,47,20,,7.34E-06,0.00013306,77,122,,1.36E-05,0.00016274,78,78,,2.56E-06,4.61E-06,55,13
2.37E-06,0.00011631,70,47,,3.68E-06,8.98E-05,66,53,,3.02E-06,4.36E-06,50,17,,7.64E-06,0.00013311,74,1889,,1.37E-05,0.00016293,81,194,,2.56E-06,4.61E-06,50,10
2.39E-06,0.00011631,64,41,,3.68E-06,8.98E-05,64,38,,3.02E-06,4.36E-06,48,16,,7.95E-06,0.0001332,71,1500,,1.39E-05,0.00016324,73,123,,2.56E-06,4.61E-06,50,16
2.46E-06,0.00011631,68,22,,3.70E-06,8.98E-05,72,23,,3.05E-06,4.36E-06,42,14,,8.33E-06,0.0001332,76,191,,1.41E-05,0.00016324,75,38,,2.58E-06,4.61E-06,55,3
2.49E-06,0.00011631,65,28,,3.70E-06,8.98E-05,68,38,,3.05E-06,4.36E-06,48,9,,8.61E-06,0.00013328,72,1128,,1.43E-05,0.00016341,72,119,,2.58E-06,4.61E-06,53,28
2.49E-06,0.00011631,73,68,,3.71E-06,8.98E-05,68,52,,3.08E-06,4.36E-06,51,30,,9.09E-06,0.00013328,72,148,,1.44E-05,0.00016348,70,50,,2.58E-06,4.61E-06,54,20
2.60E-06,0.00011631,69,87,,3.71E-06,8.98E-05,66,47,,3.08E-06,4.36E-06,45,14,,9.61E-06,0.00013328,73,69,,1.46E-05,0.00016348,82,23,,2.60E-06,4.61E-06,46,8
2.60E-06,0.00011631,73,44,,3.71E-06,8.98E-05,72,36,,3.08E-06,4.36E-06,60,8,,1.00E-05,0.00013328,74,153,,1.98E-05,0.00016348,73,91,,2.72E-06,4.61E-06,54,25
2.63E-06,0.00011631,68,113,,3.73E-06,8.98E-05,71,40,,3.10E-06,4.36E-06,51,12,,1.03E-05,0.00013336,78,1780,,2.03E-05,0.00016352,75,175,,2.74E-06,4.61E-06,53,14
2.63E-06,0.00011644,73,70,,3.75E-06,8.98E-05,68,46,,3.10E-06,4.36E-06,48,9,,1.06E-05,0.0001334,79,851,,2.07E-05,0.00016379,83,233,,2.74E-06,4.61E-06,61,12
2.65E-06,0.00011644,74,60,,3.77E-06,8.98E-05,76,37,,3.11E-06,4.36E-06,62,18,,1.10E-05,0.0001334,77,217,,2.11E-05,0.00016388,76,175,,2.74E-06,4.61E-06,54,20
2.65E-06,0.00011651,65,35,,3.77E-06,8.98E-05,67,29,,3.11E-06,4.36E-06,41,10,,1.13E-05,0.0001334,80,196,,2.15E-05,0.00016411,80,95,,2.75E-06,4.61E-06,56,22
2.65E-06,0.00011651,63,38,,3.77E-06,8.98E-05,63,34,,3.11E-06,4.36E-06,47,8,,1.18E-05,0.0001334,74,64,,2.23E-05,0.00016421,79,74,,2.75E-06,4.61E-06,49,6
2.67E-06,0.00011651,64,85,,3.79E-06,8.98E-05,63,43,,3.13E-06,4.36E-06,48,12,,1.23E-05,0.00013343,75,1022,,2.28E-05,0.00016433,75,213,,2.77E-06,4.61E-06,49,18
2.67E-06,0.00011651,65,42,,3.79E-06,8.98E-05,67,31,,3.13E-06,4.36E-06,51,9,,1.27E-05,0.00013344,71,623,,2.34E-05,0.00016436,72,89,,2.77E-06,4.61E-06,46,7
2.69E-06,0.00011651,71,67,,3.81E-06,8.98E-05,73,82,,3.13E-06,4.36E-06,53,25,,1.33E-05,0.00013344,76,55,,2.38E-05,0.00016443,71,34,,2.77E-06,4.61E-06,51,11
2.69E-06,0.00011651,76,132,,3.81E-06,8.98E-05,72,64,,3.15E-06,4.36E-06,55,18,,1.41E-05,0.00013344,78,116,,2.45E-05,0.00016469,75,54,,2.79E-06,4.61E-06,47,16
2.69E-06,0.00011651,67,46,,3.81E-06,8.98E-05,64,59,,3.15E-06,4.36E-06,45,21,,1.45E-05,0.00013344,73,88,,2.48E-05,0.00016482,76,52,,2.79E-06,4.61E-06,49,13
2.71E-06,0.00011651,72,95,,3.83E-06,8.98E-05,70,47,,3.16E-06,4.36E-06,49,15,,1.51E-05,0.00013363,80,3534,,2.51E-05,0.00016528,78,257,,2.79E-06,4.61E-06,61,13
2.71E-06,0.00011651,73,21,,3.83E-06,8.98E-05,73,30,,3.16E-06,4.36E-06,54,14,,1.55E-05,0.00013364,78,413,,2.54E-05,0.00016529,79,93,,2.81E-06,4.61E-06,56,10
2.71E-06,0.00011651,64,46,,3.85E-06,8.98E-05,68,30,,3.16E-06,4.36E-06,49,12,,1.58E-05,0.00013364,71,33,,2.56E-05,0.00016532,70,123,,2.81E-06,4.61E-06,51,6
2.73E-06,0.00011651,74,67,,3.85E-06,8.98E-05,76,79,,3.18E-06,4.36E-06,55,12,,1.63E-05,0.00013385,73,6070,,2.62E-05,0.00016543,75,341,,2.88E-06,4.61E-06,51,12
2.73E-06,0.00011651,74,37,,3.85E-06,8.98E-05,73,53,,3.18E-06,4.36E-06,52,12,,1.67E-05,0.00013386,76,375,,2.65E-05,0.00016544,72,90,,2.88E-06,4.61E-06,54,23
2.75E-06,0.00011651,71,70,,3.87E-06,8.98E-05,71,55,,3.19E-06,4.36E-06,52,16,,1.71E-05,0.00013388,72,858,,2.68E-05,0.00016549,77,157,,2.88E-06,4.61E-06,44,17
2.75E-06,0.00011651,77,46,,3.88E-06,8.98E-05,76,36,,3.19E-06,4.36E-06,60,14,,1.74E-05,0.00013388,77,420,,2.74E-05,0.00016549,79,97,,2.92E-06,4.61E-06,61,26
2.75E-06,0.00011651,72,54,,3.88E-06,8.98E-05,68,44,,3.19E-06,4.36E-06,47,17,,1.78E-05,0.00013389,61,248,,2.76E-05,0.00016549,70,38,,2.92E-06,4.61E-06,41,11
2.94E-06,0.00011651,68,67,,3.90E-06,8.98E-05,69,70,,3.21E-06,4.36E-06,46,19,,1.81E-05,0.00013389,69,86,,2.78E-05,0.00016567,68,78,,2.94E-06,4.61E-06,39,14
3.04E-06,0.00011651,71,51,,3.90E-06,8.98E-05,69,49,,3.34E-06,4.36E-06,54,9,,1.84E-05,0.00013389,78,100,,2.82E-05,0.00016568,75,53,,2.94E-06,4.61E-06,47,18
3.04E-06,0.00011651,75,72,,3.92E-06,8.98E-05,79,80,,3.34E-06,4.36E-06,55,14,,1.88E-05,0.00013389,70,173,,2.88E-05,0.0001657,70,97,,2.94E-06,4.61E-06,51,24
3.27E-06,0.00011651,73,85,,3.92E-06,8.98E-05,71,63,,3.37E-06,4.36E-06,49,17,,1.91E-05,0.00013397,74,2421,,2.93E-05,0.00016595,75,183,,2.95E-06,4.61E-06,45,12
3.27E-06,0.00011651,74,36,,3.92E-06,8.98E-05,72,37,,3.37E-06,4.36E-06,46,13,,1.94E-05,0.0001341,76,2697,,2.96E-05,0.000166,80,123,,2.95E-06,4.61E-06,55,15
3.27E-06,0.00011651,74,119,,3.94E-06,8.98E-05,68,57,,3.37E-06,4.36E-06,43,19,,1.96E-05,0.00013423,72,2698,,3.03E-05,0.00016622,76,234,,2.97E-06,4.61E-06,50,25
3.29E-06,0.00011651,82,60,,3.96E-06,8.98E-05,80,36,,3.39E-06,4.36E-06,56,15,,1.98E-05,0.00013424,72,373,,3.09E-05,0.00016623,74,96,,3.02E-06,4.61E-06,48,10
3.29E-06,0.00011651,78,82,,3.98E-06,8.99E-05,79,25,,3.39E-06,4.36E-06,53,12,,2.00E-05,0.00013431,78,1617,,3.13E-05,0.00016635,78,102,,3.02E-06,4.61E-06,60,29
3.31E-06,0.00011651,79,92,,3.98E-06,8.99E-05,77,83,,3.41E-06,4.36E-06,60,21,,2.02E-05,0.00013431,70,249,,3.17E-05,0.00016643,70,69,,3.04E-06,4.61E-06,51,24
3.31E-06,0.00011651,70,64,,3.98E-06,8.99E-05,70,62,,3.41E-06,4.36E-06,58,18,,2.05E-05,0.00013438,75,2145,,3.22E-05,0.00016676,77,179,,3.04E-06,4.61E-06,52,19
3.31E-06,0.00011651,74,70,,4.01E-06,8.99E-05,72,41,,3.41E-06,4.36E-06,47,9,,2.07E-05,0.00013438,72,262,,3.27E-05,0.00016685,74,65,,3.04E-06,4.61E-06,49,13
3.33E-06,0.00011651,81,120,,4.01E-06,8.99E-05,78,73,,3.43E-06,4.36E-06,59,27,,2.09E-05,0.00013441,77,1320,,3.31E-05,0.0001671,71,145,,3.06E-06,4.61E-06,58,24
3.33E-06,0.00011651,72,98,,4.05E-06,8.99E-05,77,44,,3.43E-06,4.36E-06,56,14,,2.10E-05,0.00013441,78,406,,3.36E-05,0.00016727,71,149,,3.06E-06,4.61E-06,56,22
3.35E-06,0.00011651,66,115,,4.05E-06,8.99E-05,74,57,,3.43E-06,4.36E-06,55,25,,2.12E-05,0.00013447,85,1353,,3.43E-05,0.00016746,82,126,,3.07E-06,4.61E-06,59,15
3.35E-06,0.00011651,78,150,,4.07E-06,8.99E-05,74,83,,3.45E-06,4.36E-06,51,20,,2.13E-05,0.00013447,76,112,,3.46E-05,0.00016752,75,62,,3.07E-06,4.61E-06,47,6
3.35E-06,0.00011651,84,71,,4.09E-06,8.99E-05,85,36,,3.45E-06,4.36E-06,69,12,,2.14E-05,0.00013447,69,230,,3.51E-05,0.00016784,72,101,,3.07E-06,4.61E-06,47,33
3.37E-06,0.00011651,74,38,,4.11E-06,8.99E-05,81,33,,3.47E-06,4.36E-06,50,16,,2.17E-05,0.00013447,80,98,,3.56E-05,0.00016787,83,81,,3.09E-06,4.61E-06,55,22
3.37E-06,0.00011651,79,23,,4.12E-06,8.99E-05,75,22,,3.47E-06,4.36E-06,47,11,,2.20E-05,0.00013447,76,314,,3.62E-05,0.00016817,79,157,,3.09E-06,4.61E-06,53,16
3.37E-06,0.00011651,77,36,,4.12E-06,9.01E-05,77,39,,3.47E-06,4.36E-06,53,11,,2.22E-05,0.00013447,63,208,,3.67E-05,0.00016847,72,156,,3.11E-06,4.61E-06,45,12
3.39E-06,0.00011651,71,76,,4.12E-06,9.01E-05,74,57,,3.58E-06,4.36E-06,56,18,,2.22E-05,0.00013449,78,741,,3.70E-05,0.00016864,73,166,,3.11E-06,4.61E-06,53,6
3.39E-06,0.00011651,77,90,,4.15E-06,9.02E-05,77,54,,3.58E-06,4.36E-06,55,9,,2.22E-05,0.00013449,67,237,,3.75E-05,0.00016884,67,131,,3.13E-06,4.61E-06,46,17
3.41E-06,0.00011651,79,40,,4.15E-06,9.03E-05,78,37,,3.59E-06,4.36E-06,55,8,,2.23E-05,0.00013455,75,1326,,3.78E-05,0.00016908,80,119,,3.13E-06,4.61E-06,55,13
3.41E-06,0.00011651,73,86,,4.15E-06,9.03E-05,74,61,,3.59E-06,4.36E-06,47,19,,2.24E-05,0.00013456,72,574,,3.82E-05,0.00016931,74,167,,3.14E-06,4.61E-06,51,23
3.41E-06,0.00011651,77,154,,4.18E-06,9.04E-05,74,75,,3.59E-06,4.36E-06,55,21,,2.25E-05,0.00013464,72,2009,,3.88E-05,0.00016963,75,174,,3.14E-06,4.61E-06,54,27
3.43E-06,0.00011651,74,52,,4.18E-06,9.04E-05,80,33,,3.61E-06,4.36E-06,55,16,,2.26E-05,0.00013466,76,438,,3.92E-05,0.00017011,80,86,,3.14E-06,4.61E-06,59,27
3.43E-06,0.00011651,79,35,,4.20E-06,9.04E-05,78,25,,3.61E-06,4.36E-06,57,9,,2.27E-05,0.00013476,70,2040,,3.98E-05,0.00017035,76,132,,3.15E-06,4.61E-06,50,19
3.45E-06,0.00011651,82,68,,4.21E-06,9.04E-05,80,69,,3.63E-06,4.36E-06,51,25,,2.27E-05,0.00013478,77,425,,4.00E-05,0.00017043,74,101,,3.15E-06,4.61E-06,57,19
3.45E-06,0.00011651,76,106,,4.24E-06,9.04E-05,79,91,,3.63E-06,4.36E-06,57,26,,2.27E-05,0.00013478,78,337,,4.02E-05,0.00017055,76,128,,3.16E-06,4.61E-06,56,36
3.45E-06,0.00011651,77,84,,4.27E-06,9.04E-05,76,83,,3.63E-06,4.36E-06,51,15,,2.28E-05,0.00013478,77,516,,4.05E-05,0.0001708,78,195,,3.16E-06,4.61E-06,58,9
3.47E-06,0.00011651,75,59,,4.27E-06,9.04E-05,81,45,,3.65E-06,4.36E-06,52,20,,2.28E-05,0.0001348,75,868,,4.07E-05,0.00017109,77,293,,3.16E-06,4.61E-06,49,23
3.47E-06,0.00011651,82,83,,4.31E-06,9.05E-05,82,47,,3.65E-06,4.36E-06,59,14,,2.28E-05,0.0001348,75,146,,4.09E-05,0.00017135,74,130,,3.18E-06,4.61E-06,51,23
3.49E-06,0.00011652,76,146,,4.32E-06,9.05E-05,76,75,,3.66E-06,4.36E-06,49,19,,2.29E-05,0.00013488,73,2797,,4.12E-05,0.00017162,73,345,,3.18E-06,4.61E-06,53,18
3.49E-06,0.00011653,82,233,,4.35E-06,9.05E-05,78,64,,3.66E-06,4.36E-06,53,12,,2.30E-05,0.00013488,75,248,,4.18E-05,0.00017172,74,68,,3.18E-06,4.61E-06,52,16
3.49E-06,0.00011653,90,206,,4.37E-06,9.06E-05,89,84,,3.66E-06,4.36E-06,60,21,,2.31E-05,0.0001349,76,606,,4.19E-05,0.00017178,82,202,,3.20E-06,4.61E-06,63,31
3.51E-06,0.00011653,80,33,,4.53E-06,9.06E-05,82,29,,3.68E-06,4.36E-06,60,9,,2.33E-05,0.00013495,69,2406,,4.20E-05,0.00017211,72,335,,3.20E-06,4.61E-06,50,18
3.51E-06,0.00011654,83,127,,4.58E-06,9.08E-05,81,55,,3.74E-06,4.36E-06,55,23,,2.35E-05,0.00013507,76,3166,,4.25E-05,0.0001724,77,243,,3.22E-06,4.61E-06,47,20
3.53E-06,0.00011654,79,123,,4.59E-06,9.09E-05,78,88,,3.74E-06,4.36E-06,51,9,,2.37E-05,0.00013507,80,123,,4.30E-05,0.0001726,81,99,,3.22E-06,4.61E-06,54,15
3.55E-06,0.00011654,86,134,,4.60E-06,9.10E-05,86,62,,3.77E-06,4.36E-06,61,18,,2.38E-05,0.00013511,72,800,,4.33E-05,0.00017278,73,116,,3.22E-06,4.61E-06,45,30
3.55E-06,0.00011654,78,36,,4.65E-06,9.10E-05,83,41,,3.77E-06,4.36E-06,50,15,,2.40E-05,0.00013512,77,328,,4.36E-05,0.0001728,77,109,,3.24E-06,4.61E-06,52,11
3.57E-06,0.00011654,86,157,,4.67E-06,9.10E-05,85,95,,3.79E-06,4.36E-06,55,29,,2.43E-05,0.00013515,77,995,,4.38E-05,0.00017301,78,223,,3.24E-06,4.61E-06,59,25
3.57E-06,0.00011654,79,106,,4.70E-06,9.10E-05,82,64,,3.79E-06,4.36E-06,54,11,,2.44E-05,0.00013519,77,1246,,4.39E-05,0.00017316,77,136,,3.25E-06,4.61E-06,51,15
3.57E-06,0.00011655,82,176,,4.77E-06,9.10E-05,82,78,,3.79E-06,4.36E-06,53,24,,2.47E-05,0.00013534,79,4034,,4.40E-05,0.00017335,83,207,,3.25E-06,4.61E-06,53,21
3.59E-06,0.00011656,80,146,,4.80E-06,9.11E-05,80,99,,3.81E-06,4.36E-06,55,21,,2.49E-05,0.0001355,68,4571,,4.42E-05,0.00017365,72,195,,3.25E-06,4.61E-06,49,16
3.59E-06,0.00011656,81,194,,4.84E-06,9.11E-05,81,157,,3.81E-06,4.36E-06,62,20,,2.50E-05,0.00013551,78,926,,4.43E-05,0.00017405,82,313,,3.26E-06,4.61E-06,56,27
3.61E-06,0.00011656,88,87,,4.86E-06,9.11E-05,85,73,,3.82E-06,4.36E-06,59,18,,2.52E-05,0.00013555,76,1792,,4.44E-05,0.00017406,70,122,,3.26E-06,4.61E-06,46,28
3.61E-06,0.00011656,85,174,,4.90E-06,9.12E-05,90,104,,3.82E-06,4.36E-06,58,25,,2.55E-05,0.00013563,79,1436,,4.47E-05,0.00017433,80,117,,3.28E-06,4.61E-06,49,17
3.61E-06,0.00011656,82,67,,4.94E-06,9.15E-05,85,40,,3.82E-06,4.36E-06,58,10,,2.56E-05,0.0001357,80,2110,,4.48E-05,0.00017459,77,256,,3.28E-06,4.61E-06,51,28
3.63E-06,0.00011656,86,87,,4.99E-06,9.15E-05,86,86,,3.84E-06,4.36E-06,60,30,,2.57E-05,0.00013579,77,2080,,4.50E-05,0.00017478,74,223,,3.28E-06,4.61E-06,51,22
3.63E-06,0.00011656,89,89,,5.04E-06,9.15E-05,84,87,,3.84E-06,4.36E-06,65,12,,2.57E-05,0.00013586,81,1427,,4.52E-05,0.00017495,83,192,,3.30E-06,4.61E-06,66,22
3.65E-06,0.00011656,83,164,,5.13E-06,9.16E-05,86,107,,3.84E-06,4.36E-06,55,18,,2.58E-05,0.00013592,83,1694,,4.54E-05,0.0001751,79,300,,3.30E-06,4.61E-06,50,21
3.65E-06,0.00011656,92,200,,5.20E-06,9.16E-05,90,81,,3.85E-06,4.36E-06,64,14,,2.59E-05,0.00013593,75,306,,4.56E-05,0.00017531,80,183,,3.32E-06,4.61E-06,51,23
3.66E-06,0.00011656,90,108,,5.27E-06,9.16E-05,87,63,,3.85E-06,4.36E-06,55,15,,2.60E-05,0.00013602,75,2296,,4.64E-05,0.00017556,82,234,,3.32E-06,4.61E-06,54,32
3.69E-06,0.00011657,85,338,,5.35E-06,9.16E-05,85,128,,3.86E-06,4.36E-06,63,26,,2.61E-05,0.00013605,74,758,,4.69E-05,0.00017596,76,202,,3.32E-06,4.61E-06,55,19
3.69E-06,0.00011657,80,62,,5.50E-06,9.16E-05,83,56,,3.86E-06,4.36E-06,54,21,,2.62E-05,0.00013611,76,252,,4.73E-05,0.00017599,81,127,,3.34E-06,4.61E-06,46,31
3.71E-06,0.00011657,88,143,,5.60E-06,9.16E-05,88,113,,3.86E-06,4.36E-06,59,22,,2.65E-05,0.00013618,71,1825,,4.81E-05,0.00017608,73,262,,3.34E-06,4.61E-06,51,17
3.71E-06,0.00011657,85,78,,5.76E-06,9.17E-05,91,135,,3.88E-06,4.36E-06,54,20,,2.68E-05,0.00013619,75,1265,,4.87E-05,0.00017628,78,226,,3.34E-06,4.61E-06,51,19
3.72E-06,0.00011657,90,227,,5.82E-06,9.17E-05,91,107,,3.88E-06,4.36E-06,59,27,,2.70E-05,0.00013624,74,1708,,4.91E-05,0.00017633,74,166,,3.36E-06,4.61E-06,51,41
3.74E-06,0.00011657,90,122,,6.00E-06,9.17E-05,84,43,,3.89E-06,4.36E-06,60,22,,2.72E-05,0.00013626,81,722,,4.95E-05,0.00017635,78,161,,3.36E-06,4.61E-06,61,18
3.74E-06,0.00011657,88,87,,6.11E-06,9.17E-05,87,70,,3.89E-06,4.36E-06,59,14,,2.74E-05,0.00013629,82,902,,4.99E-05,0.00017642,80,207,,3.38E-06,4.61E-06,57,18
3.76E-06,0.00011658,89,209,,6.14E-06,9.18E-05,81,119,,3.89E-06,4.36E-06,55,21,,2.76E-05,0.00013631,72,1199,,5.02E-05,0.00017646,77,215,,3.38E-06,4.61E-06,52,23
3.78E-06,0.00011658,90,250,,6.25E-06,9.19E-05,85,66,,3.91E-06,4.36E-06,66,16,,2.78E-05,0.00013654,65,7881,,5.04E-05,0.00017658,63,355,,3.38E-06,4.61E-06,36,27
3.78E-06,0.00011658,86,73,,6.36E-06,9.19E-05,83,42,,3.91E-06,4.36E-06,62,14,,2.79E-05,0.00013654,80,324,,5.10E-05,0.00017668,82,124,,3.40E-06,4.61E-06,55,16
3.81E-06,0.00011658,91,191,,6.46E-06,9.20E-05,89,120,,3.93E-06,4.36E-06,55,13,,2.81E-05,0.00013658,77,1685,,5.14E-05,0.00017677,79,134,,3.40E-06,4.61E-06,51,17
3.84E-06,0.00011658,89,117,,6.60E-06,9.20E-05,87,80,,3.93E-06,4.36E-06,56,20,,2.82E-05,0.00013665,76,2943,,5.18E-05,0.00017712,75,297,,3.41E-06,4.61E-06,56,23
3.86E-06,0.0001166,87,299,,6.73E-06,9.20E-05,86,87,,3.93E-06,4.36E-06,56,15,,2.83E-05,0.00013665,79,198,,5.23E-05,0.00017719,74,112,,3.41E-06,4.61E-06,55,15
3.92E-06,0.00011661,91,204,,6.85E-06,9.20E-05,89,81,,3.95E-06,4.36E-06,54,14,,2.84E-05,0.00013666,75,642,,5.34E-05,0.00017728,75,106,,3.41E-06,4.61E-06,51,23
3.95E-06,0.00011661,94,154,,6.97E-06,9.20E-05,90,71,,3.95E-06,4.36E-06,61,11,,2.86E-05,0.00013677,74,3929,,5.37E-05,0.00017744,73,169,,3.43E-06,4.61E-06,48,25
4.02E-06,0.00011661,91,273,,7.08E-06,9.20E-05,89,218,,3.95E-06,4.36E-06,55,28,,2.89E-05,0.00013679,79,512,,5.43E-05,0.0001776,83,217,,3.43E-06,4.61E-06,55,37
4.04E-06,0.00011661,90,142,,7.34E-06,9.21E-05,90,103,,3.97E-06,4.36E-06,67,19,,2.89E-05,0.00013682,77,1027,,5.45E-05,0.00017767,81,274,,3.45E-06,4.61E-06,55,22
4.11E-06,0.00011661,90,43,,7.50E-06,9.21E-05,84,103,,3.97E-06,4.36E-06,60,12,,2.90E-05,0.00013684,77,983,,5.47E-05,0.00017772,79,200,,3.45E-06,4.61E-06,51,27
4.16E-06,0.00011662,89,178,,7.65E-06,9.21E-05,87,86,,3.99E-06,4.36E-06,56,11,,2.90E-05,0.00013689,74,984,,5.49E-05,0.00017795,69,127,,3.45E-06,4.61E-06,47,17
4.27E-06,0.00011662,96,138,,7.81E-06,9.21E-05,92,97,,3.99E-06,4.36E-06,55,26,,2.90E-05,0.00013696,70,2513,,5.54E-05,0.00017807,72,374,,3.47E-06,4.61E-06,56,27
4.36E-06,0.00011662,91,398,,7.95E-06,9.21E-05,91,156,,3.99E-06,4.36E-06,62,10,,2.91E-05,0.0001372,75,6877,,5.58E-05,0.00017867,74,613,,3.47E-06,4.61E-06,52,22
4.49E-06,0.00011665,91,875,,8.12E-06,9.21E-05,90,174,,4.01E-06,4.36E-06,61,27,,2.91E-05,0.00013728,83,2148,,5.64E-05,0.00017874,88,201,,3.49E-06,4.61E-06,52,19
4.58E-06,0.00011665,86,201,,8.35E-06,9.21E-05,89,108,,4.01E-06,4.36E-06,52,33,,2.91E-05,0.0001373,83,466,,5.69E-05,0.0001789,83,232,,3.49E-06,4.61E-06,56,24
4.69E-06,0.00011665,89,454,,8.55E-06,9.22E-05,88,162,,4.03E-06,4.36E-06,54,29,,2.93E-05,0.00013733,83,967,,5.80E-05,0.00017901,82,236,,3.49E-06,4.61E-06,56,14
4.84E-06,0.00011665,94,195,,8.70E-06,9.22E-05,91,64,,4.05E-06,4.36E-06,64,12,,2.95E-05,0.00013737,79,716,,5.83E-05,0.00017928,80,270,,3.50E-06,4.61E-06,55,27
4.97E-06,0.00011665,94,149,,8.91E-06,9.22E-05,91,95,,4.05E-06,4.36E-06,60,8,,2.98E-05,0.00013739,78,638,,5.90E-05,0.00017933,74,167,,3.50E-06,4.61E-06,51,22
5.11E-06,0.00011665,90,145,,9.13E-06,9.22E-05,93,64,,4.07E-06,4.36E-06,60,16,,2.99E-05,0.00013751,78,2273,,5.95E-05,0.00017947,75,241,,3.50E-06,4.61E-06,50,17
5.38E-06,0.00011665,95,123,,9.43E-06,9.22E-05,92,103,,4.07E-06,4.36E-06,62,27,,3.00E-05,0.00013755,84,585,,5.98E-05,0.00017962,82,119,,3.52E-06,4.61E-06,56,24
5.48E-06,0.00011665,89,424,,9.67E-06,9.22E-05,91,142,,4.09E-06,4.36E-06,62,11,,3.00E-05,0.00013769,84,1948,,5.99E-05,0.00017979,83,250,,3.52E-06,4.61E-06,51,33
